"Items Invoiced","Items Invoiced"
"Total Price","Total Price"
"Admin Commission","Admin Commission"
"Vendor Total","Vendor Total"
"Invoice #%1","Invoice #%1"
"Are you sure you want to send invoice email to customer?","Are you sure you want to send invoice email to customer?"
"Invoice Slip","Invoice Slip"
"Print Invoice","Print Invoice"
"Manage Order #%1","Manage Order #%1"
"Are you sure you want to cancel this order?","Are you sure you want to cancel this order?"
"Cancel Order","Cancel Order"
"Are you sure you want to send order email to customer?","Are you sure you want to send order email to customer?"
"Create Invoice to confirm collected amount from buyer for this order","Create Invoice to confirm collected amount from buyer for this order"
"Are you sure you want to create invoice?","Are you sure you want to create invoice?"
Invoice,Invoice
"Pay Admin for his commission for this order","Pay Admin for his commission for this order"
"If you pay admin commission then you can not do refund for buyer in future. Are you sure you want to pay admin for his commission?","If you pay admin commission then you can not do refund for buyer in future. Are you sure you want to pay admin for his commission?"
"Pay Admin Commission","Pay Admin Commission"
"Create Credit Memo","Create Credit Memo"
"Credit Memo","Credit Memo"
"Create Shipment for Order","Create Shipment for Order"
Ship,Ship
Carrier,Carrier
"Tracking Number","Tracking Number"
"Are you sure you want to create shipment?","Are you sure you want to create shipment?"
"Order List Per Product","Order List Per Product"
"Order #","Order #"
"Buyer Name","Buyer Name"
"Sold on","Sold on"
Download,Download
"Shipping Slip","Shipping Slip"
"Items Shipped","Items Shipped"
"Qty Shipped","Qty Shipped"
"Shipment #%1","Shipment #%1"
"Are you sure you want to send shipment email to customer?","Are you sure you want to send shipment email to customer?"
"Send Tracking Information","Send Tracking Information"
"Shipment Slip","Shipment Slip"
"Print Shipment","Print Shipment"
"Track this shipment","Track this shipment"
Add,Add
"Invoice and Packing Slip Address/VAT/Tax Information","Invoice and Packing Slip Address/VAT/Tax Information"
"Save Information","Save Information"
"Save & Duplicate","Save & Duplicate"
"Attribute Set","Attribute Set"
Description,Description
"Short Description","Short Description"
"SKU Available","SKU Available"
"SKU Already Exist","SKU Already Exist"
"Special Price","Special Price"
"Special Price From","Special Price From"
"Special Price To","Special Price To"
Stock,Stock
"Stock Availability","Stock Availability"
"In Stock","In Stock"
"Out of Stock","Out of Stock"
Visibility,Visibility
"Tax Class","Tax Class"
Weight,Weight
"Does this have a weight?","Does this have a weight?"
"Url Key","Url Key"
"Product in Websites","Product in Websites"
"Meta Title","Meta Title"
"Allowed Product Qty on Product Purchase for Customer","Allowed Product Qty on Product Purchase for Customer"
"By default %1 qty will be allowed for customer to add in cart.","By default %1 qty will be allowed for customer to add in cart."
Warning,Warning
"Please Complete","Please Complete"
"Your Profile","Your Profile"
Continue,Continue
"Product Type","Product Type"
"Required Fields","Required Fields"
"Cross-Sell Products","Cross-Sell Products"
"These ""impulse-buy"" products appear next to the shopping cart as cross-sells to the items already in the shopping cart.","These ""impulse-buy"" products appear next to the shopping cart as cross-sells to the items already in the shopping cart."
Enable,Enable
Disable,Disable
"Step 2: Attribute Values","Step 2: Attribute Values"
"Select values from each attribute to include in this product. Each unique combination of values creates a unigue product SKU.","Select values from each attribute to include in this product. Each unique combination of values creates a unigue product SKU."
"Sort Variations","Sort Variations"
Options,Options
"Select All","Select All"
"Deselect All","Deselect All"
"Remove Attribute","Remove Attribute"
"Save Option","Save Option"
"Remove Option","Remove Option"
"Create New Value","Create New Value"
"Step 3: Bulk Images, Price, and Quantity","Step 3: Bulk Images, Price, and Quantity"
"Based on your selections <span class=""new-products-count"" data-bind=""text:countVariations""></span>
        new products will be created. Use this step to customize images and price for your new products.","Based on your selections <span class=""new-products-count"" data-bind=""text:countVariations""></span>
        new products will be created. Use this step to customize images and price for your new products."
Images,Images
"Apply single set of images to all SKUs","Apply single set of images to all SKUs"
"Apply unique images by attribute to each SKU","Apply unique images by attribute to each SKU"
"Skip image uploading at this time","Skip image uploading at this time"
"Browse Files...","Browse Files..."
"Browse to find or drag image here","Browse to find or drag image here"
"Remove image","Remove image"
"Edit role","Edit role"
Hidden,Hidden
"Alt Text","Alt Text"
Role,Role
"Hide from Product Page","Hide from Product Page"
"Select attribute","Select attribute"
Select,Select
"Apply single price to all SKUs","Apply single price to all SKUs"
"Apply unique prices by attribute to each SKU","Apply unique prices by attribute to each SKU"
"Skip price at this time","Skip price at this time"
Quantity,Quantity
"Apply single quantity to each SKUs","Apply single quantity to each SKUs"
"Apply unique quantity by attribute to each SKU","Apply unique quantity by attribute to each SKU"
"Skip quantity at this time","Skip quantity at this time"
"Step 1: Select Attributes","Step 1: Select Attributes"
"Selected Attributes:","Selected Attributes:"
"Step 4: Summary","Step 4: Summary"
"Downloadable Information","Downloadable Information"
"Is this downloadable Product?","Is this downloadable Product?"
Links,Links
"Add links to your product files here.","Add links to your product files here."
"[STORE VIEW]","[STORE VIEW]"
[GLOBAL],[GLOBAL]
"Links can be purchased separately","Links can be purchased separately"
"Sort Order","Sort Order"
"Attach File or Enter Link","Attach File or Enter Link"
Sample,Sample
Shareable,Shareable
"Max. Downloads","Max. Downloads"
"Add New Link","Add New Link"
"Alphanumeric, dash and underscore characters are recommended for filenames. Improper characters are replaced with '_'.","Alphanumeric, dash and underscore characters are recommended for filenames. Improper characters are replaced with '_'."
File,File
URL,URL
"Use config","Use config"
Unlimited,Unlimited
Samples,Samples
"Add product preview files here.","Add product preview files here."
"Use Default Value","Use Default Value"
"Configurable products allow customers to choose options (Ex: shirt color).
                You need to create a simple product for each configuration (Ex: a product for each color).","Configurable products allow customers to choose options (Ex: shirt color).
                You need to create a simple product for each configuration (Ex: a product for each color)."
"Edit Configurations","Edit Configurations"
"Create Configurations","Create Configurations"
"Current Variations","Current Variations"
Image,Image
Actions,Actions
"Upload Image","Upload Image"
"Upload image","Upload image"
"No Image","No Image"
"Remove Product","Remove Product"
"Create Product Configurations","Create Product Configurations"
Url,Url
"Preview Image","Preview Image"
"Get Video Information","Get Video Information"
Title:,Title:
Uploaded:,Uploaded:
Uploader:,Uploader:
Duration:,Duration:
"Product Images","Product Images"
"Add Video","Add Video"
"Add video","Add video"
"Click here or drag and drop to add images.","Click here or drag and drop to add images."
"Delete video","Delete video"
"Delete image","Delete image"
"Make Base","Make Base"
"Product List","Product List"
"Product Status","Product Status"
"Search by product name","Search by product name"
"From: ","From: "
"To: ","To: "
"Delete Products","Delete Products"
Type,Type
"Qty. Confirmed","Qty. Confirmed"
"Qty. Pending","Qty. Pending"
"Qty. Sold","Qty. Sold"
"Earned Amount","Earned Amount"
Websites,Websites
"No Product Available","No Product Available"
"Create Attribute for Configurable Products","Create Attribute for Configurable Products"
"Save Attribute","Save Attribute"
"Attribute Code","Attribute Code"
"Attribute Label","Attribute Label"
"Catalog Input Type","Catalog Input Type"
"Catalog Input Type for Store Owner","Catalog Input Type for Store Owner"
Dropdown,Dropdown
"Values Required","Values Required"
"Related Products","Related Products"
"Related products are shown to customers in addition to the item the customer is looking at.","Related products are shown to customers in addition to the item the customer is looking at."
"Up-Sell Products","Up-Sell Products"
"An up-sell item is offered to the customer as a pricier or higher-quality alternative to the product the customer is looking at.","An up-sell item is offered to the customer as a pricier or higher-quality alternative to the product the customer is looking at."
"About Us","About Us"
"Average Rating (%1)","Average Rating (%1)"
"positive feedback","positive feedback"
"Make a Review","Make a Review"
"Write your Review","Write your Review"
"Average Price Rating (%1)","Average Price Rating (%1)"
"5 Star (%1)","5 Star (%1)"
"4 Star (%1)","4 Star (%1)"
"3 Star (%1)","3 Star (%1)"
"2 Star (%1)","2 Star (%1)"
"1 Star (%1)","1 Star (%1)"
"Average Value Rating (%1)","Average Value Rating (%1)"
"Average Quality Rating (%1)","Average Quality Rating (%1)"
"By %1 ","By %1 "
Rating,Rating
Pricing,Pricing
"Write Your Own Feedback","Write Your Own Feedback"
"How do you rate this Store","How do you rate this Store"
star,star
stars,stars
Nickname,Nickname
"Summary of Your Review","Summary of Your Review"
"Submit Review","Submit Review"
"You need to purchase item(s) first to make a review.","You need to purchase item(s) first to make a review."
"You cannot add review for your own shop.","You cannot add review for your own shop."
"Login To Give Feedback","Login To Give Feedback"
item,item
items,items
"Now Shopping by","Now Shopping by"
Previous,Previous
Remove,Remove
"Remove This Item","Remove This Item"
"Shop By","Shop By"
"Clear All","Clear All"
"Shopping Options","Shopping Options"
Contact,Contact
"Contact Seller","Contact Seller"
"Your Name","Your Name"
"Your Email","Your Email"
"Please enter desired result","Please enter desired result"
" Wrong verification number. "," Wrong verification number. "
"Your mail has been sent.","Your mail has been sent."
"View All Reviews","View All Reviews"
"Recently Added Products","Recently Added Products"
"View Detail","View Detail"
"View All %1 Products","View All %1 Products"
Search,Search
About,About
Shipping,Shipping
Return,Return
"Check in Facebook","Check in Facebook"
"Check in Twitter","Check in Twitter"
"Check in Google+","Check in Google+"
"Check in Vimeo","Check in Vimeo"
"Check in Youtube","Check in Youtube"
"Check in Instagram","Check in Instagram"
"Check in Pinterest","Check in Pinterest"
"Choose an appropriate reason to flag","Choose an appropriate reason to flag"
"Thank you.","Thank you."
"Your report against ","Your report against "
" has been submitted."," has been submitted."
"We will re-verify the seller Information and see if it violates any of our policy or selling guidelines.","We will re-verify the seller Information and see if it violates any of our policy or selling guidelines."
"Search sellers by shop name from here","Search sellers by shop name from here"
"No Seller Available","No Seller Available"
"%1 Total Products","%1 Total Products"
Cancel,Cancel
Next,Next
"Transaction Id","Transaction Id"
"Search by Transaction Id","Search by Transaction Id"
"Download .CSV","Download .CSV"
"No Transaction Available","No Transaction Available"
"Comment Message","Comment Message"
"Transaction Amount","Transaction Amount"
"Transaction Id %1 - %2","Transaction Id %1 - %2"
"Transaction Information","Transaction Information"
Method,Method
"Transaction Order Information","Transaction Order Information"
"Total Discount","Total Discount"
"Total Shipping","Total Shipping"
"Coupon Amount","Coupon Amount"
Statement,Statement
"Total Seller earning","Total Seller earning"
"base currency","base currency"
Tax,Tax
Withdrawal,Withdrawal
"Remaining Payout","Remaining Payout"
"Make a Withdrawal","Make a Withdrawal"
"%1 Product","%1 Product"
"%1 ratings","%1 ratings"
"We will re-verify the product Information and see if it violates any of our policy or selling guidelines.","We will re-verify the product Information and see if it violates any of our policy or selling guidelines."
"%customer_name,","%customer_name,"
"I would like to ask a question regarding the product.","I would like to ask a question regarding the product."
Question,Question
"I would like to ask a question,please revert back to me asap.","I would like to ask a question,please revert back to me asap."
"A question has been ask by seller please revert back to him as soon as possible.","A question has been ask by seller please revert back to him as soon as possible."
"Seller's Name","Seller's Name"
"Seller's Question","Seller's Question"
"This is to inform you that ","This is to inform you that "
" has requested to become a seller."," has requested to become a seller."
"Please ","Please "
" Click here"," Click here"
" to login."," to login."
%seller_message,%seller_message
Category,Category
"Please approve the product as soon as possible.","Please approve the product as soon as possible."
"Thank you","Thank you"
"I would like to inform you that your product is in low stock.","I would like to inform you that your product is in low stock."
"You can increase the product stock by <a href=""%account_url"">logging into your account</a>.","You can increase the product stock by <a href=""%account_url"">logging into your account</a>."
"Your Product Information-","Your Product Information-"
Sku,Sku
"Stock Quantity","Stock Quantity"
"I would like to inform you that one of your order has been invoiced.","I would like to inform you that one of your order has been invoiced."
"You can check your order by <a href=""%account_url"">logging into your account</a>.","You can check your order by <a href=""%account_url"">logging into your account</a>."
"Your Order <span class=""no-link"">#%increment_id</span>","Your Order <span class=""no-link"">#%increment_id</span>"
"Placed on <span class=""no-link"">%created_at</span>","Placed on <span class=""no-link"">%created_at</span>"
"Billing Info","Billing Info"
Item,Item
"I would like to inform you that a order has been sold from the store.","I would like to inform you that a order has been sold from the store."
"You can check the status of your order by <a href=""%account_url"">logging into your account</a>.","You can check the status of your order by <a href=""%account_url"">logging into your account</a>."
"I would like to inform you that your product has been approved.","I would like to inform you that your product has been approved."
"Product Description","Product Description"
"This is to inform you that your product has been denied from approval.","This is to inform you that your product has been denied from approval."
"Deny Reason","Deny Reason"
"Product Information","Product Information"
"%admin_name,","%admin_name,"
"A flag is reported against the product %product_name","A flag is reported against the product %product_name"
"Reporter Name","Reporter Name"
"Reporter Email","Reporter Email"
"I would like to inform you that your product has been disapproved.","I would like to inform you that your product has been disapproved."
"This is to inform you that you are approved as seller.","This is to inform you that you are approved as seller."
"Click here ","Click here "
"to login.","to login."
"This is to inform you that you are denied to become a seller.","This is to inform you that you are denied to become a seller."
"Seller Name","Seller Name"
"This is to inform you that you are disapproved from seller.","This is to inform you that you are disapproved from seller."
"A flag is reported against the seller %seller_name","A flag is reported against the seller %seller_name"
"This is to inform you that your become seller request in processing state.","This is to inform you that your become seller request in processing state."
"I would like to inform you that your payment for your order(s) has been successfully done.","I would like to inform you that your payment for your order(s) has been successfully done."
"You can check your transaction by <a href=""%account_url"">logging into your account</a>.","You can check your transaction by <a href=""%account_url"">logging into your account</a>."
"Transaction Id <span class=""no-link"">#%increment_id</span>","Transaction Id <span class=""no-link"">#%increment_id</span>"
Hello,Hello
"Request to withdraw an amount ","Request to withdraw an amount "
" is received from seller %seller."," is received from seller %seller."
"Please check after <a href=""%account_url"">logging into your account</a>.","Please check after <a href=""%account_url"">logging into your account</a>."
"Select All on This Page","Select All on This Page"
"Deselect All on This Page","Deselect All on This Page"
"Go to Details Page","Go to Details Page"
" Notify Seller by Email"," Notify Seller by Email"
"New Product Review","New Product Review"
"Here are the products you're about to create.","Here are the products you're about to create."
"Associated Products","Associated Products"
"You created these products for this configuration.","You created these products for this configuration."
"Disassociated Products","Disassociated Products"
"These products are not associated.","These products are not associated."
"We could not detect a size.","We could not detect a size."
"Disable Product","Disable Product"
"Enable Product","Enable Product"
"We don't recognize or support this file extension type.","We don't recognize or support this file extension type."
"Report Seller","Report Seller"
"Success Message","Success Message"
"Your mail has been sent...","Your mail has been sent..."
"Report Product","Report Product"
"New Attribute","New Attribute"
"Configure Product","Configure Product"
OK,OK
"Invalid Image Extension. Allowed extensions are jpg, jpef, png, gif","Invalid Image Extension. Allowed extensions are jpg, jpef, png, gif"
"Are you sure you want to delete this banner?","Are you sure you want to delete this banner?"
"Are you sure you want to delete this logo?","Are you sure you want to delete this logo?"
"Invalid address.","Invalid address."
"There was error during fetching results.","There was error during fetching results."
"Wrong verification number.","Wrong verification number."
" Shop URL For Your Marketplace Shop "," Shop URL For Your Marketplace Shop "
" (This will be used to display your public profile) "," (This will be used to display your public profile) "
"There was error during verifying seller shop data","There was error during verifying seller shop data"
"Incl. Tax","Incl. Tax"
"Video Error","Video Error"
"Unknown video type","Unknown video type"
"Invalid video url","Invalid video url"
"Youtube API key is invalid","Youtube API key is invalid"
"Video cant be shown due to the following reason: ","Video cant be shown due to the following reason: "
"Video not found","Video not found"
"New Video","New Video"
"Edit Video","Edit Video"
"Images and Videos","Images and Videos"
"Image Detail","Image Detail"
Admin,Admin
"Default Store View","Default Store View"
Position,Position
"Is Default","Is Default"
"Add Option","Add Option"
"Delete Row","Delete Row"
"SKU can't be left empty","SKU can't be left empty"
Done,Done
options,options
Select...,Select...
Selected,Selected
" Are you sure you want to edit this product ? "," Are you sure you want to edit this product ? "
" No Checkbox is checked "," No Checkbox is checked "
" Are you sure you want to delete these product ? "," Are you sure you want to delete these product ? "
" Are you sure you want to delete this product ? "," Are you sure you want to delete this product ? "
"Select Associated Product","Select Associated Product"
"For better results, add attributes and attribute values to your products.","For better results, add attributes and attribute values to your products."
"An attribute has been removed. This attribute will no longer appear in your configurations.","An attribute has been removed. This attribute will no longer appear in your configurations."
"Select options for all attributes or remove unused attributes.","Select options for all attributes or remove unused attributes."
"Please, select attribute for the section ","Please, select attribute for the section "
"Please fill in the values for the section ","Please fill in the values for the section "
"Please, fill correct values","Please, fill correct values"
"Please, select image(s) for your attribute","Please, select image(s) for your attribute"
"Please choose image(s)","Please choose image(s)"
"Please, select attribute(s)","Please, select attribute(s)"
"Generate Products","Generate Products"
Webkul,Webkul
"General Settings","General Settings"
"Admin Name","Admin Name"
"It will be used in marketplace transactional emails and other places where admin name is required.","It will be used in marketplace transactional emails and other places where admin name is required."
"Admin Email-id","Admin Email-id"
"It will be used in email templates and other places where admin email is required.","It will be used in email templates and other places where admin email is required."
"Global Commission Rate","Global Commission Rate"
"Should be integer value like 20","Should be integer value like 20"
"Allow Seller to Manage Orders","Allow Seller to Manage Orders"
"Move Product Tax to Seller Account","Move Product Tax to Seller Account"
"Seller Approval Required","Seller Approval Required"
"Set Captcha Enable","Set Captcha Enable"
"Seller Dashboard Layout Settings","Seller Dashboard Layout Settings"
"Allow seller separate dashboard","Allow seller separate dashboard"
"Seller dashboard logo image","Seller dashboard logo image"
"Seller Flags","Seller Flags"
Text,Text
"Guests Can Flag","Guests Can Flag"
"If this field is set to 'Yes, Required', make sure some reasons are created and enabled, First 5 reasons will show on flag creation page.","If this field is set to 'Yes, Required', make sure some reasons are created and enabled, First 5 reasons will show on flag creation page."
"Accept Other Reasons","Accept Other Reasons"
"Other Field's Placeholder","Other Field's Placeholder"
"Seller Product's Settings","Seller Product's Settings"
"Attribute Set ID","Attribute Set ID"
"Product Approval Required","Product Approval Required"
"Product Update Approval Required","Product Update Approval Required"
"Allow Category tree view like admin product category tree","Allow Category tree view like admin product category tree"
"Allowed Categories for seller to add products","Allowed Categories for seller to add products"
"e.g Please enter category ids by comma(,) separated","e.g Please enter category ids by comma(,) separated"
"Product Type For Seller","Product Type For Seller"
"Allow seller to add products with sku type","Allow seller to add products with sku type"
"Product Sku Prefix","Product Sku Prefix"
"e.g if sku prefix = ""xyz"" then your product sku will be as xyz-productsku","e.g if sku prefix = ""xyz"" then your product sku will be as xyz-productsku"
"Allow Seller to Add Related Products","Allow Seller to Add Related Products"
"Allow Seller to Add Up-Sell Products","Allow Seller to Add Up-Sell Products"
"Allow Seller to Add Cross-Sell Products","Allow Seller to Add Cross-Sell Products"
"Allow Seller to Add Limit on Product Purchase for Customer","Allow Seller to Add Limit on Product Purchase for Customer"
"e.g if set 5 then customer will allowed to add maximum 5 qty of the products in cart.","e.g if set 5 then customer will allowed to add maximum 5 qty of the products in cart."
"Seller Order's Settings","Seller Order's Settings"
"Order Approval Required","Order Approval Required"
"Minimum Order Amount Settings","Minimum Order Amount Settings"
"Amount value for seller","Amount value for seller"
"if this value is yes then amount value will be used for those sellers who have not filled the minimum order amount.","if this value is yes then amount value will be used for those sellers who have not filled the minimum order amount."
"Inventory Settings","Inventory Settings"
"Enable Low Notification","Enable Low Notification"
"Allow to send low stock notification mail to sellers","Allow to send low stock notification mail to sellers"
"Low Stock Quantity","Low Stock Quantity"
"Allow to send low stock notification mail to sellers when product quantity will be equal or less then this quantity","Allow to send low stock notification mail to sellers when product quantity will be equal or less then this quantity"
"Seller Profile Page Settings","Seller Profile Page Settings"
"Display Seller Profile","Display Seller Profile"
"Seller Information Display Card Type","Seller Information Display Card Type"
"It will be visible on Product Page","It will be visible on Product Page"
"Enable Color Picker","Enable Color Picker"
"Allow sellers to change their profile page background color","Allow sellers to change their profile page background color"
"Seller Policies Enable at frontend","Seller Policies Enable at frontend"
"Rewrite Seller's Shop URL","Rewrite Seller's Shop URL"
"Allow sellers to manage their shop URL","Allow sellers to manage their shop URL"
"Allow to automatic create seller public url on seller registration","Allow to automatic create seller public url on seller registration"
"Automatic create seller public url as profile url - yourwebsite.com/seller-shop-url, collection url - yourwebsite.com/seller-shop-url/collection, location url - yourwebsite.com/seller-shop-url/location, feedback url - yourwebsite.com/seller-shop-url/feedback on seller registration","Automatic create seller public url as profile url - yourwebsite.com/seller-shop-url, collection url - yourwebsite.com/seller-shop-url/collection, location url - yourwebsite.com/seller-shop-url/location, feedback url - yourwebsite.com/seller-shop-url/feedback on seller registration"
"Allow to show featured sellers","Allow to show featured sellers"
"Allow to show the featured sellers on frontend","Allow to show the featured sellers on frontend"
"Marketplace Seller Review Settings","Marketplace Seller Review Settings"
"Make a Review on only Order Purchase","Make a Review on only Order Purchase"
"Allow only authorize buyers to review for seller","Allow only authorize buyers to review for seller"
"Landing Page Settings","Landing Page Settings"
"Marketplace Landing Page Head Title","Marketplace Landing Page Head Title"
"e.g Turn Your Passion Into a Business","e.g Turn Your Passion Into a Business"
"Marketplace Landing Page Layout","Marketplace Landing Page Layout"
"e.g Select Layout Which will be seen at frontend","e.g Select Layout Which will be seen at frontend"
"Display Banner","Display Banner"
"Banner Image","Banner Image"
"Banner Content","Banner Content"
"This content will be display over the banner image in the marketplace landing page url-www.yourwebsite.com/marketplace","This content will be display over the banner image in the marketplace landing page url-www.yourwebsite.com/marketplace"
"Marketplace Landing Page Label1","Marketplace Landing Page Label1"
"e.g Turn Your Passion Into a Business (will be display above all feature's icons)","e.g Turn Your Passion Into a Business (will be display above all feature's icons)"
"Marketplace Landing Page Label2","Marketplace Landing Page Label2"
"e.g Sellers with Taste (will be display above top 4 seller's block)","e.g Sellers with Taste (will be display above top 4 seller's block)"
"Marketplace Landing Page Label3","Marketplace Landing Page Label3"
"e.g More than 500 shop owners have joined us last month (will be display above ""View All Sellers"" button)","e.g More than 500 shop owners have joined us last month (will be display above ""View All Sellers"" button)"
"Marketplace Landing Page Label4","Marketplace Landing Page Label4"
"e.g Why to sell with us (will be display above marketplace content)","e.g Why to sell with us (will be display above marketplace content)"
"Marketplace Landing Page Button Label","Marketplace Landing Page Button Label"
"e.g Open a Marketplace Shop - this will also display over banner","e.g Open a Marketplace Shop - this will also display over banner"
"Display Icons","Display Icons"
"Feature:1 Icon","Feature:1 Icon"
"Feature:1 Icon Label","Feature:1 Icon Label"
"e.g Register Yourself","e.g Register Yourself"
"Feature:2 Icon","Feature:2 Icon"
"Feature:2 Icon Label","Feature:2 Icon Label"
"e.g Add Products","e.g Add Products"
"Feature:3 Icon","Feature:3 Icon"
"Feature:3 Icon Label","Feature:3 Icon Label"
"e.g Start Selling","e.g Start Selling"
"Feature:4 Icon","Feature:4 Icon"
"Feature:4 Icon Label","Feature:4 Icon Label"
"e.g Generate Revenues","e.g Generate Revenues"
"About Marketplace","About Marketplace"
"e.g webkul","e.g webkul"
"Marketplace Seller List Page Top Label","Marketplace Seller List Page Top Label"
"Marketplace Seller List Page Bottom Label","Marketplace Seller List Page Bottom Label"
"Marketplace Landing Page Layout2 Button Label","Marketplace Landing Page Layout2 Button Label"
"e.g Open your shop - this will also display over banner button","e.g Open your shop - this will also display over banner button"
"Terms and Conditions URL","Terms and Conditions URL"
"e.g Terms and Conditions link(cms page link) where customer will see all the terms of becoming seller, url will be look like - http://www.yourwebsite.com/terms-conditions","e.g Terms and Conditions link(cms page link) where customer will see all the terms of becoming seller, url will be look like - http://www.yourwebsite.com/terms-conditions"
"Marketplace Landing Page Layout3 Button Label","Marketplace Landing Page Layout3 Button Label"
"e.g Really easy to setup and customize (will be display above all feature's icons)","e.g Really easy to setup and customize (will be display above all feature's icons)"
"e.g Why to sell with us","e.g Why to sell with us"
"e.g Open your online shop and Explore a new world of market with more than millions of shoppers(will be display above ""View All Sellers"" button)","e.g Open your online shop and Explore a new world of market with more than millions of shoppers(will be display above ""View All Sellers"" button)"
"e.g Create an Account","e.g Create an Account"
"e.g Customize your Profile","e.g Customize your Profile"
"e.g Add your Details","e.g Add your Details"
"e.g Add your Product Listing","e.g Add your Product Listing"
"Feature:5 Icon","Feature:5 Icon"
"Feature:5 Icon Label","Feature:5 Icon Label"
"e.g Sell your Product and Earn Profits","e.g Sell your Product and Earn Profits"
"e.g Terms and Conditions link(cms page link) where customer will see all the terms of becoming seller, url will be look like -www.yourwebsite.com/terms-conditions","e.g Terms and Conditions link(cms page link) where customer will see all the terms of becoming seller, url will be look like -www.yourwebsite.com/terms-conditions"
"Display Seller registration block on customer registration page","Display Seller registration block on customer registration page"
"Seller Layered Navigation","Seller Layered Navigation"
"Display Seller Filter in Layered Navigation","Display Seller Filter in Layered Navigation"
"Display Name for Admin in Layered Navigation","Display Name for Admin in Layered Navigation"
"This will be used for Admin's product in layered navigation","This will be used for Admin's product in layered navigation"
"Seller's Sitemap Setting","Seller's Sitemap Setting"
"Allow Seller's Url in Sitemap","Allow Seller's Url in Sitemap"
"Allow Seller's Profile Url in Sitemap","Allow Seller's Profile Url in Sitemap"
"Seller's Profile Url Frequency in Sitemap","Seller's Profile Url Frequency in Sitemap"
"Seller's Profile Url Priority in Sitemap","Seller's Profile Url Priority in Sitemap"
"Valid values range from 0.0 to 1.0.","Valid values range from 0.0 to 1.0."
"Allow Seller's Collection Url in Sitemap","Allow Seller's Collection Url in Sitemap"
"Seller's Collection Url Frequency in Sitemap","Seller's Collection Url Frequency in Sitemap"
"Seller's Collection Url Priority in Sitemap","Seller's Collection Url Priority in Sitemap"
"Marketplace Product Page Fields Hints","Marketplace Product Page Fields Hints"
"Enable Product Hints","Enable Product Hints"
"Product Short Description","Product Short Description"
"Product Special Price","Product Special Price"
"Product Special Price Start Date","Product Special Price Start Date"
"Product Special Price End Date","Product Special Price End Date"
"Product Quantity","Product Quantity"
"Product Stock Availability","Product Stock Availability"
"Product Tax Types","Product Tax Types"
"Product Weight","Product Weight"
"Product Image","Product Image"
"Product Enable","Product Enable"
"Marketplace Profile Page Fields Hints","Marketplace Profile Page Fields Hints"
"Enable Profile Hints","Enable Profile Hints"
"Do You Want To Become Seller/Vendor?","Do You Want To Become Seller/Vendor?"
"Profile Twitter id","Profile Twitter id"
"Profile Facebook id","Profile Facebook id"
"Profile Instagram id","Profile Instagram id"
"Profile Google id","Profile Google id"
"Profile Youtube id","Profile Youtube id"
"Profile Vimeo id","Profile Vimeo id"
"Profile Pinterest id","Profile Pinterest id"
"Profile Contact Number","Profile Contact Number"
"Profile Background Color","Profile Background Color"
"Profile Shop Name","Profile Shop Name"
"Profile Shop Banner Image","Profile Shop Banner Image"
"Profile Company Logo","Profile Company Logo"
"Profile Company Locality","Profile Company Locality"
"Profile Company Description","Profile Company Description"
"Profile Country","Profile Country"
"Profile Meta Keywords","Profile Meta Keywords"
"Profile Meta Description","Profile Meta Description"
"Profile Payment Information","Profile Payment Information"
"Marketplace Transactional Emails","Marketplace Transactional Emails"
"Seller Approved Template","Seller Approved Template"
"Seller Request Template","Seller Request Template"
"Seller Unsubscribe Template","Seller Unsubscribe Template"
"Seller State Processing Template","Seller State Processing Template"
"Seller Deny by Admin Template","Seller Deny by Admin Template"
"Product Deny by Admin Template","Product Deny by Admin Template"
"Product Approval Request to Admin Template","Product Approval Request to Admin Template"
"Product Edit Approval Request to Admin Template","Product Edit Approval Request to Admin Template"
"Ask Question to Seller Regarding Product Template","Ask Question to Seller Regarding Product Template"
"Ask Question to Seller Template","Ask Question to Seller Template"
"Ask Question to Admin By Seller Template","Ask Question to Admin By Seller Template"
"Product approval Mail to Seller Template","Product approval Mail to Seller Template"
"Product disapproval Mail to Seller Template","Product disapproval Mail to Seller Template"
"Seller Order Placed Notification Mail Template","Seller Order Placed Notification Mail Template"
"Seller Order Invoiced Notification Mail Template","Seller Order Invoiced Notification Mail Template"
"Seller Transaction Mail Template","Seller Transaction Mail Template"
"Seller Low Stock Notification Template","Seller Low Stock Notification Template"
"Withdrawal Request Mail Template","Withdrawal Request Mail Template"
"Reported Flag Against Product Template","Reported Flag Against Product Template"
"Reported Flag Against Seller Template","Reported Flag Against Seller Template"
"Vendor Featured","Vendor Featured"
"Widget for Vendor Featured","Widget for Vendor Featured"
"Transition Time","Transition Time"
"e.g 3000 put the Transition Time","e.g 3000 put the Transition Time"
"Seller Ids","Seller Ids"
"Add values with comma separation e.g 16,17,25","Add values with comma separation e.g 16,17,25"
Width,Width
"Ratio of Height:Width","Ratio of Height:Width"
"e.g 1:2 , if you provide invalid ratio then it will set the seller logo ratio 1:2 by default","e.g 1:2 , if you provide invalid ratio then it will set the seller logo ratio 1:2 by default"
"Seller ID","Seller ID"
"Commission Rate(%)","Commission Rate(%)"
"Received Amount","Received Amount"
"Commission Amount","Commission Amount"
"Remaining Amount","Remaining Amount"
"Last Paid Amount","Last Paid Amount"
Disapprove,Disapprove
